Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 25/04/2019       Géographie au 01/01/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Nbre d'unités de consommation dans les ménages fiscaux;Part des ménages fiscaux imposés (%);1er quartile (€);Médiane (€);3e quartile (€);Ecart interquartile (€);1er décile (€);2e décile (€);3e décile  (€);4e décile (€) ;6e décile (€);7e décile (€);8e décile (€) ;9e décile (€);Rapport interdécile D9/D1;S80/S20;Indice de Gini;Part des salaires et traitements hors chômage (%);Part des indemnités chômage (%);Part des revenus d'activités non salariées (%);Part des pensions, retraites et rentes (%);Part des autres revenus (%);;;;;
CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;PMIMP14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSA14;PCHO14;PBEN14;PPEN14;PAUT14;;;;;
21707;Villy-en-Auxois;104;213;152.0;;;15630.0;;;;;;;;;;;;;;;;;;;;;;;
21708;Villy-le-Moutier;126;338;218.7;;;22860.0;;;;;;;;;;;;;;;;;;;;;;;
21709;Viserny;90;192;135.8;;;21538.0;;;;;;;;;;;;;;;;;;;;;;;
21710;Vitteaux;417;901;629.7;;;17262.0;;;;;;;;;;;;;;;;;;;;;;;
21711;Vix;51;114;79.9;;;21968.0;;;;;;;;;;;;;;;;;;;;;;;
21712;Volnay;109;248;172.6;;;28512.0;;;;;;;;;;;;;;;;;;;;;;;
21713;Vonges;137;349;229.1;;;20242.0;;;;;;;;;;;;;;;;;;;;;;;
21714;Vosne-Romanée;175;387;270.0;;;28688.0;;;;;;;;;;;;;;;;;;;;;;;
21715;Voudenay;96;191;138.9;;;18202.0;;;;;;;;;;;;;;;;;;;;;;;
21716;Vougeot;79;185;127.5;;;24760.0;;;;;;;;;;;;;;;;;;;;;;;
21717;Voulaines-les-Templiers;130;273;194.7;;;17546.0;;;;;;;;;;;;;;;;;;;;;;;
22001;Allineuc;223;583;374.3;;;18206.0;;;;;;;;;;;;;;;;;;;;;;;
22002;Andel;426;1129;732.3;;;21488.0;;;;;;;;;;;;;;;;;;;;;;;
22003;Aucaleuc;342;933;597.5;;;20318.0;;;;;;;;;;;;;;;;;;;;;;;
22004;Bégard;2113;4668;3229.2;52;13160.0;18707.0;25460.0;12300.0;7758.0;11798.0;14436.0;16582.0;21180.0;23896.0;27072.0;31986.0;4.1;5.2;0.3;49.4;3.0;5.2;38.9;3.5;;;;;
22005;Belle-Isle-en-Terre;497;1002;722.1;;;16308.0;;;;;;;;;;;;;;;;;;;;;;;
22006;Berhet;91;237;151.8;;;15649.0;;;;;;;;;;;;;;;;;;;;;;;
22007;Binic;1869;3835;2751.1;67;16858.0;24268.0;32412.0;15554.0;11051.0;15561.0;18138.0;21244.0;26749.0;30208.0;34588.0;43816.0;4.0;5.2;0.3;41.2;2.5;6.9;42.6;6.8;;;;;
22008;Bobital;442;1123;740.9;;;21052.0;;;;;;;;;;;;;;;;;;;;;;;
22009;Le Bodéo;78;174;121.0;;;17974.0;;;;;;;;;;;;;;;;;;;;;;;
22011;Boqueho;419;1106;710.1;;;18138.0;;;;;;;;;;;;;;;;;;;;;;;
22012;La Bouillie;355;870;582.0;;;18910.0;;;;;;;;;;;;;;;;;;;;;;;
22013;Bourbriac;1025;2255;1571.8;45;12042.0;17844.0;23796.0;11754.0;7860.0;10982.0;13090.0;15691.0;19862.0;22127.0;25560.0;31526.0;4.0;5.5;0.3;43.6;3.1;12.4;35.7;5.2;;;;;
22014;Bourseul;437;1102;728.7;;;17932.0;;;;;;;;;;;;;;;;;;;;;;;
22015;Bréhand;656;1606;1069.0;;;19842.0;;;;;;;;;;;;;;;;;;;;;;;
22016;Île-de-Bréhat;162;332;240.0;;;22880.0;;;;;;;;;;;;;;;;;;;;;;;
22018;Brélidy;136;286;201.6;;;18309.0;;;;;;;;;;;;;;;;;;;;;;;
22019;Bringolo;179;444;294.0;;;19948.0;;;;;;;;;;;;;;;;;;;;;;;
22020;Broons;1169;2658;1818.0;50;13776.0;18668.0;25014.0;11238.0;8756.0;12492.0;14836.0;16810.0;20812.0;23628.0;27324.0;33152.0;3.8;5.2;0.3;50.3;2.4;6.6;33.8;6.9;;;;;
22021;Brusvily;478;1193;788.5;;;18168.0;;;;;;;;;;;;;;;;;;;;;;;
22023;Bulat-Pestivien;181;415;284.6;;;16584.0;;;;;;;;;;;;;;;;;;;;;;;
22024;Calanhel;101;217;153.0;;;15738.0;;;;;;;;;;;;;;;;;;;;;;;
22025;Callac;1132;2078;1567.0;43;12028.0;17480.0;23378.0;11350.0;6068.0;10910.0;12936.0;15312.0;19424.0;21698.0;24952.0;30938.0;5.1;6.3;0.3;30.5;2.3;7.1;54.6;5.5;;;;;
22026;Calorguen;289;719;472.8;;;18644.0;;;;;;;;;;;;;;;;;;;;;;;
22027;Le Cambout;204;446;316.4;;;18002.0;;;;;;;;;;;;;;;;;;;;;;;
22028;Camlez;357;884;581.9;;;18126.0;;;;;;;;;;;;;;;;;;;;;;;
22029;Canihuel;157;335;239.0;;;18042.0;;;;;;;;;;;;;;;;;;;;;;;
22030;Caouënnec-Lanvézéac;346;898;583.8;;;19324.0;;;;;;;;;;;;;;;;;;;;;;;
22031;Carnoët;316;662;470.9;;;16982.0;;;;;;;;;;;;;;;;;;;;;;;
22032;Caulnes;1026;2336;1600.0;50;14086.0;18482.0;24808.0;10722.0;9980.0;13048.0;15004.0;16774.0;20692.0;23218.0;27146.0;32182.0;3.2;4.4;0.3;50.7;2.6;7.6;33.0;6.1;;;;;
22033;Caurel;181;356;258.2;;;18242.0;;;;;;;;;;;;;;;;;;;;;;;
22034;Cavan;601;1476;976.9;;;19992.0;;;;;;;;;;;;;;;;;;;;;;;
22035;Les Champs-Géraux;430;1044;701.2;;;19584.0;;;;;;;;;;;;;;;;;;;;;;;
22036;La Chapelle-Blanche;81;209;136.7;;;19652.0;;;;;;;;;;;;;;;;;;;;;;;
22037;La Chapelle-Neuve;177;369;264.6;;;14700.0;;;;;;;;;;;;;;;;;;;;;;;
22038;Châtelaudren;470;902;661.4;;;18328.0;;;;;;;;;;;;;;;;;;;;;;;
22039;La Chèze;281;568;412.0;;;16422.0;;;;;;;;;;;;;;;;;;;;;;;
22040;Coadout;224;557;367.9;;;19110.0;;;;;;;;;;;;;;;;;;;;;;;
22041;Coatascorn;99;271;170.7;;;15096.0;;;;;;;;;;;;;;;;;;;;;;;
22042;Coatréven;199;480;321.2;;;18540.0;;;;;;;;;;;;;;;;;;;;;;;
22043;Coëtlogon;104;228;159.8;;;15164.0;;;;;;;;;;;;;;;;;;;;;;;
22044;Coëtmieux;649;1779;1132.1;;;21484.0;;;;;;;;;;;;;;;;;;;;;;;
22045;Cohiniac;167;387;262.2;;;21016.0;;;;;;;;;;;;;;;;;;;;;;;
22046;Collinée;360;858;580.2;;;16812.0;;;;;;;;;;;;;;;;;;;;;;;
22047;Corlay;445;929;659.7;;;17906.0;;;;;;;;;;;;;;;;;;;;;;;
22048;Corseul;870;2084;1407.4;55;13840.0;18766.0;25154.0;11314.0;9862.0;12914.0;14652.0;16584.0;20918.0;23732.0;26792.0;33348.0;3.4;4.4;0.3;51.7;3.6;6.3;31.7;6.7;;;;;
22049;Créhen;639;1502;1024.0;;;19552.0;;;;;;;;;;;;;;;;;;;;;;;
22050;Dinan;5736;10415;7821.3;51;11804.0;19342.0;28380.0;16576.0;5222.0;9690.0;13440.0;16468.0;22368.0;25884.0;31080.0;40975.0;7.8;10.2;0.4;45.0;3.5;7.1;38.1;6.3;;;;;
22051;Dolo;253;679;432.9;;;18371.0;;;;;;;;;;;;;;;;;;;;;;;
22052;Duault;163;364;253.3;;;17120.0;;;;;;;;;;;;;;;;;;;;;;;
22053;Éréac;286;641;442.3;;;17110.0;;;;;;;;;;;;;;;;;;;;;;;
22054;Erquy;2060;4035;2974.4;62;15566.0;21858.0;30440.0;14874.0;10512.0;13964.0;17013.0;19408.0;25021.0;28394.0;33278.0;41188.0;3.9;5.0;0.3;30.1;2.1;7.4;52.6;7.8;;;;;
22055;Étables-sur-Mer;1475;3170;2235.3;64;16362.0;22578.0;30772.0;14410.0;10240.0;15048.0;17406.0;20236.0;25084.0;28586.0;34002.0;41762.0;4.1;4.8;0.3;42.5;3.2;5.4;43.5;5.4;;;;;
22056;Évran;720;1661;1134.9;;;18150.0;;;;;;;;;;;;;;;;;;;;;;;
22057;Le Faouët;162;375;254.3;;;16810.0;;;;;;;;;;;;;;;;;;;;;;;
22058;La Ferrière;183;416;287.3;;;17756.0;;;;;;;;;;;;;;;;;;;;;;;
22059;Le Foeil;539;1492;950.5;;;20024.0;;;;;;;;;;;;;;;;;;;;;;;
22060;Gausson;262;648;429.2;;;19200.0;;;;;;;;;;;;;;;;;;;;;;;
22061;Glomel;647;1392;982.5;;;17074.0;;;;;;;;;;;;;;;;;;;;;;;
22062;Gomené;235;536;370.0;;;19464.0;;;;;;;;;;;;;;;;;;;;;;;
22063;Gommenec'h;225;539;361.7;;;17312.0;;;;;;;;;;;;;;;;;;;;;;;
22064;Gouarec;300;612;441.0;;;18474.0;;;;;;;;;;;;;;;;;;;;;;;
22065;Goudelin;732;1794;1189.2;;;18458.0;;;;;;;;;;;;;;;;;;;;;;;
22066;Le Gouray;524;1281;850.0;;;18376.0;;;;;;;;;;;;;;;;;;;;;;;
22067;Grâces;1113;2541;1753.1;58;15150.0;20340.0;26740.0;11590.0;8906.0;13590.0;16160.0;18424.0;22510.0;24864.0;28960.0;34650.0;3.9;4.9;0.3;49.3;2.5;4.0;38.6;5.6;;;;;
22068;Grâce-Uzel;176;426;285.2;;;17152.0;;;;;;;;;;;;;;;;;;;;;;;
22069;Guenroc;99;225;152.5;;;18878.0;;;;;;;;;;;;;;;;;;;;;;;
22070;Guingamp;3420;6155;4608.3;39;8240.0;15418.0;22770.0;14530.0;1968.0;6288.0;9782.0;12706.0;18430.0;21196.0;24908.0;32337.0;16.4;16.0;0.4;47.1;4.3;5.7;38.1;4.8;;;;;
22071;Guitté;275;693;451.0;;;17992.0;;;;;;;;;;;;;;;;;;;;;;;
22072;Gurunhuel;179;410;280.4;;;16162.0;;;;;;;;;;;;;;;;;;;;;;;
22073;La Harmoye;162;384;261.4;;;19062.0;;;;;;;;;;;;;;;;;;;;;;;
22074;Le Haut-Corlay;291;666;462.5;;;18524.0;;;;;;;;;;;;;;;;;;;;;;;
22075;Hémonstoir;292;674;455.0;;;18046.0;;;;;;;;;;;;;;;;;;;;;;;
22076;Hénanbihen;586;1391;942.0;;;19022.0;;;;;;;;;;;;;;;;;;;;;;;
22077;Hénansal;456;1167;762.1;;;18108.0;;;;;;;;;;;;;;;;;;;;;;;
22078;Hengoat;108;214;154.7;;;17382.0;;;;;;;;;;;;;;;;;;;;;;;
22079;Hénon;884;2267;1476.1;53;13816.0;19070.0;24424.0;10608.0;9008.0;12788.0;15432.0;17130.0;20930.0;23356.0;25732.0;30784.0;3.4;4.4;0.3;58.7;3.6;7.7;24.6;5.4;;;;;
22080;L'Hermitage-Lorge;306;769;507.4;;;17874.0;;;;;;;;;;;;;;;;;;;;;;;
22081;Hillion;1734;4094;2781.4;62;16450.0;21496.0;28332.0;11882.0;12224.0;15432.0;17580.0;19662.0;23728.0;26480.0;30364.0;37324.0;3.1;4.0;0.3;54.0;2.4;8.3;30.6;4.7;;;;;
22082;Le Hinglé;371;904;610.3;;;20388.0;;;;;;;;;;;;;;;;;;;;;;;
22083;Illifaut;298;655;454.3;;;17180.0;;;;;;;;;;;;;;;;;;;;;;;
22084;Jugon-les-Lacs;718;1728;1150.5;;;19151.0;;;;;;;;;;;;;;;;;;;;;;;
22085;Kerbors;159;329;237.8;;;20042.0;;;;;;;;;;;;;;;;;;;;;;;
22086;Kerfot;288;678;460.3;;;20156.0;;;;;;;;;;;;;;;;;;;;;;;
22087;Kergrist-Moëlou;285;633;438.3;;;16380.0;;;;;;;;;;;;;;;;;;;;;;;
22088;Kerien;115;252;174.5;;;16336.0;;;;;;;;;;;;;;;;;;;;;;;
22090;Kermaria-Sulard;435;1058;704.5;;;19898.0;;;;;;;;;;;;;;;;;;;;;;;
22091;Kermoroc'h;168;446;283.9;;;17638.0;;;;;;;;;;;;;;;;;;;;;;;
22092;Kerpert;124;273;189.3;;;14690.0;;;;;;;;;;;;;;;;;;;;;;;
22093;Lamballe;5571;12349;8559.0;57;14780.0;20407.0;27188.0;12408.0;9774.0;13440.0;16110.0;18350.0;22762.0;25444.0;29264.0;36658.0;3.8;4.9;0.3;55.7;3.2;6.4;29.1;5.6;;;;;
22094;Lancieux;742;1555;1107.4;;;23308.0;;;;;;;;;;;;;;;;;;;;;;;
22095;Landebaëron;82;182;126.4;;;17794.0;;;;;;;;;;;;;;;;;;;;;;;
22096;Landébia;207;491;330.8;;;18140.0;;;;;;;;;;;;;;;;;;;;;;;
22097;La Landec;273;705;457.7;;;19670.0;;;;;;;;;;;;;;;;;;;;;;;
22098;Landéhen;523;1404;899.8;;;20222.0;;;;;;;;;;;;;;;;;;;;;;;
22099;Lanfains;426;1124;725.2;;;18694.0;;;;;;;;;;;;;;;;;;;;;;;
22100;Langast;262;633;426.6;;;17812.0;;;;;;;;;;;;;;;;;;;;;;;
22101;Langoat;486;1168;783.0;;;18252.0;;;;;;;;;;;;;;;;;;;;;;;
22102;Langourla;236;500;357.8;;;17498.0;;;;;;;;;;;;;;;;;;;;;;;
22103;Langrolay-sur-Rance;375;914;615.1;;;21500.0;;;;;;;;;;;;;;;;;;;;;;;
22104;Languédias;205;450;312.6;;;17224.0;;;;;;;;;;;;;;;;;;;;;;;
22105;Languenan;453;1188;770.1;;;18020.0;;;;;;;;;;;;;;;;;;;;;;;
22106;Langueux;3318;7558;5201.2;65;15980.0;21728.0;29450.0;13470.0;10022.0;14426.0;17362.0;19672.0;24448.0;27494.0;31472.0;38170.0;3.8;5.2;0.3;59.3;2.7;6.1;27.2;4.7;;;;;
22107;Laniscat;358;733;526.3;;;19202.0;;;;;;;;;;;;;;;;;;;;;;;
22108;Lanleff;58;120;84.7;;;19706.0;;;;;;;;;;;;;;;;;;;;;;;
22109;Lanloup;111;222;160.6;;;19472.0;;;;;;;;;;;;;;;;;;;;;;;
22110;Lanmérin;207;571;360.0;;;18224.0;;;;;;;;;;;;;;;;;;;;;;;
22111;Lanmodez;196;431;302.1;;;18166.0;;;;;;;;;;;;;;;;;;;;;;;
22112;Lannebert;175;429;284.6;;;19416.0;;;;;;;;;;;;;;;;;;;;;;;
22113;Lannion;8998;18953;13387.3;57;13758.0;20634.0;28864.0;15106.0;6464.0;11848.0;15296.0;18152.0;23480.0;26840.0;31430.0;38674.0;6.0;7.4;0.3;53.6;3.1;4.4;33.9;5.0;;;;;
22114;Lanrelas;366;823;567.7;;;17780.0;;;;;;;;;;;;;;;;;;;;;;;
22115;Lanrivain;196;443;306.5;;;15526.0;;;;;;;;;;;;;;;;;;;;;;;
22116;Lanrodec;462;1154;757.1;;;18956.0;;;;;;;;;;;;;;;;;;;;;;;
22117;Lantic;653;1637;1075.6;;;19865.0;;;;;;;;;;;;;;;;;;;;;;;
22118;Lanvallay;1787;3998;2766.9;62;16038.0;21694.0;28107.0;12069.0;11144.0;14590.0;17272.0;19564.0;23606.0;26362.0;30022.0;37682.0;3.4;4.4;0.3;48.8;2.6;5.3;38.3;5.0;;;;;
22119;Lanvellec;260;552;388.0;;;18062.0;;;;;;;;;;;;;;;;;;;;;;;
22121;Lanvollon;770;1670;1168.7;;;18618.0;;;;;;;;;;;;;;;;;;;;;;;
22122;Laurenan;313;732;494.8;;;16718.0;;;;;;;;;;;;;;;;;;;;;;;
22123;Léhon;1286;3084;2082.9;62;15744.0;23458.0;32738.0;16994.0;8598.0;13862.0;17638.0;20800.0;26252.0;30158.0;35592.0;46880.0;5.5;7.1;0.4;55.3;3.3;6.9;29.2;5.3;;;;;
22124;Lescouët-Gouarec;90;207;140.8;;;15526.0;;;;;;;;;;;;;;;;;;;;;;;
22126;Le Leslay;53;152;96.3;;;18018.0;;;;;;;;;;;;;;;;;;;;;;;
22127;Lézardrieux;749;1506;1092.9;;;19734.0;;;;;;;;;;;;;;;;;;;;;;;
22128;Locarn;195;421;299.2;;;14810.0;;;;;;;;;;;;;;;;;;;;;;;
22131;Loguivy-Plougras;404;884;618.7;;;16474.0;;;;;;;;;;;;;;;;;;;;;;;
22132;Lohuec;117;249;176.9;;;14534.0;;;;;;;;;;;;;;;;;;;;;;;
22133;Loscouët-sur-Meu;247;625;413.3;;;19662.0;;;;;;;;;;;;;;;;;;;;;;;
22134;Louannec;1361;3157;2167.0;71;17564.0;24516.0;32448.0;14884.0;11898.0;16314.0;18746.0;21742.0;27600.0;30608.0;34980.0;42014.0;3.5;4.2;0.3;46.7;2.4;4.4;41.5;5.0;;;;;
22135;Louargat;1000;2407;1615.6;48;13556.0;18148.0;23924.0;10368.0;8564.0;12190.0;14464.0;16304.0;20478.0;22642.0;24850.0;29728.0;3.5;4.3;0.3;51.9;3.4;9.6;30.9;4.2;;;;;
22136;Loudéac;4344;9605;6668.4;55;12696.0;19058.0;25400.0;12704.0;6722.0;11132.0;14284.0;16750.0;21298.0;23667.0;27590.0;34459.0;5.1;6.9;0.3;52.6;2.6;6.1;33.2;5.5;;;;;
22137;Maël-Carhaix;749;1516;1089.5;;;17004.0;;;;;;;;;;;;;;;;;;;;;;;
22138;Maël-Pestivien;176;341;250.9;;;14104.0;;;;;;;;;;;;;;;;;;;;;;;
22140;La Malhoure;219;583;376.6;;;19990.0;;;;;;;;;;;;;;;;;;;;;;;
22141;Mantallot;93;227;149.2;;;15604.0;;;;;;;;;;;;;;;;;;;;;;;
22143;Matignon;824;1621;1189.3;;;19176.0;;;;;;;;;;;;;;;;;;;;;;;
22144;La Méaugon;491;1287;844.3;;;21380.0;;;;;;;;;;;;;;;;;;;;;;;
22145;Mégrit;329;786;525.1;;;17700.0;;;;;;;;;;;;;;;;;;;;;;;
22146;Mellionnec;176;390;271.7;;;16234.0;;;;;;;;;;;;;;;;;;;;;;;
22147;Merdrignac;1200;2727;1876.9;52;13472.0;18884.0;25070.0;11598.0;9038.0;11926.0;14594.0;16820.0;21100.0;23764.0;26758.0;31716.0;3.5;4.6;0.3;51.3;2.3;8.2;33.0;5.2;;;;;
22148;Mérillac;101;207;148.0;;;17276.0;;;;;;;;;;;;;;;;;;;;;;;
22149;Merléac;205;461;322.3;;;16808.0;;;;;;;;;;;;;;;;;;;;;;;
22150;Le Merzer;389;984;649.2;;;18712.0;;;;;;;;;;;;;;;;;;;;;;;
22151;Meslin;362;1010;640.8;;;20324.0;;;;;;;;;;;;;;;;;;;;;;;
22152;Minihy-Tréguier;496;1117;778.4;;;20728.0;;;;;;;;;;;;;;;;;;;;;;;
22153;Moncontour;223;464;328.0;;;18918.0;;;;;;;;;;;;;;;;;;;;;;;
22154;Morieux;412;998;665.8;;;20618.0;;;;;;;;;;;;;;;;;;;;;;;
22155;La Motte;868;2106;1405.3;55;14976.0;19358.0;24944.0;9968.0;10952.0;13794.0;15950.0;17724.0;21020.0;23582.0;26298.0;32186.0;2.9;3.7;0.2;58.4;2.8;5.8;29.1;3.9;;;;;
22156;Moustéru;269;653;438.2;;;17792.0;;;;;;;;;;;;;;;;;;;;;;;
22157;Le Moustoir;285;694;461.5;;;19028.0;;;;;;;;;;;;;;;;;;;;;;;
22158;Mûr-de-Bretagne;957;2082;1464.0;52;13712.0;18942.0;25680.0;11968.0;9162.0;12366.0;14956.0;17300.0;20618.0;24074.0;27794.0;33730.0;3.7;4.7;0.3;43.5;2.4;9.9;40.5;3.7;;;;;
22160;Noyal;360;894;589.9;;;21550.0;;;;;;;;;;;;;;;;;;;;;;;
22161;Pabu;1127;2546;1764.4;61;15632.0;21074.0;28060.0;12428.0;10302.0;14348.0;16720.0;19004.0;23572.0;26530.0;30176.0;37442.0;3.6;4.7;0.3;45.7;2.1;6.2;41.7;4.3;;;;;
22162;Paimpol;3783;7089;5292.3;55;13628.0;20230.0;29314.0;15686.0;7396.0;12012.0;14892.0;17314.0;23470.0;26768.0;32022.0;41708.0;5.6;7.0;0.3;34.7;2.4;8.0;48.1;6.8;;;;;
22163;Paule;315;691;483.0;;;16732.0;;;;;;;;;;;;;;;;;;;;;;;
22164;Pédernec;790;1933;1289.8;;;18986.0;;;;;;;;;;;;;;;;;;;;;;;
22165;Penguily;228;639;404.0;;;18977.0;;;;;;;;;;;;;;;;;;;;;;;
22166;Penvénan;1338;2696;1955.6;56;14168.0;20716.0;29406.0;15238.0;9350.0;12886.0;15228.0;18110.0;24044.0;27420.0;31988.0;40000.0;4.3;5.5;0.3;32.9;2.6;7.9;51.2;5.4;;;;;
22167;Perret;92;186;135.2;;;15072.0;;;;;;;;;;;;;;;;;;;;;;;
22168;Perros-Guirec;3990;7589;5642.7;63;16078.0;23148.0;33198.0;17120.0;10276.0;14388.0;17394.0;20114.0;26660.0;30916.0;35910.0;45102.0;4.4;5.7;0.3;35.3;2.4;5.8;49.0;7.5;;;;;
22169;Peumerit-Quintin;70;142;100.2;;;15364.0;;;;;;;;;;;;;;;;;;;;;;;
22170;Plaine-Haute;606;1592;1027.5;;;19174.0;;;;;;;;;;;;;;;;;;;;;;;
22171;Plaintel;1697;4296;2817.9;56;15935.0;20090.0;26097.0;10162.0;10684.0;14664.0;16718.0;18498.0;22126.0;24598.0;27904.0;34740.0;3.3;4.0;0.3;61.6;3.1;5.2;24.9;5.2;;;;;
22172;Plancoët;1422;2946;2097.8;50;12826.0;18376.0;24344.0;11518.0;6954.0;11142.0;13984.0;16300.0;20628.0;22820.0;26178.0;32436.0;4.7;5.9;0.3;48.8;3.0;5.1;38.4;4.7;;;;;
22173;Planguenoual;942;2232;1509.2;62;14950.0;20996.0;28557.0;13607.0;10724.0;13696.0;16150.0;19038.0;23560.0;26508.0;30538.0;38104.0;3.6;4.7;0.3;48.0;2.9;9.3;33.4;6.4;;;;;
22174;Pléboulle;316;741;505.0;;;19260.0;;;;;;;;;;;;;;;;;;;;;;;
22175;Plédéliac;590;1428;958.7;;;18548.0;;;;;;;;;;;;;;;;;;;;;;;
22176;Plédran;2602;6541;4317.1;60;15374.0;20538.0;26020.0;10646.0;10036.0;13872.0;16560.0;18424.0;22380.0;24700.0;27714.0;33218.0;3.3;4.1;0.3;62.1;3.3;4.6;26.1;3.9;;;;;
22177;Pléguien;538;1351;886.2;;;18624.0;;;;;;;;;;;;;;;;;;;;;;;
22178;Pléhédel;558;1300;882.2;;;18082.0;;;;;;;;;;;;;;;;;;;;;;;
22179;Fréhel;800;1591;1163.1;;;20784.0;;;;;;;;;;;;;;;;;;;;;;;
22180;Plélan-le-Petit;778;1883;1261.6;;;20194.0;;;;;;;;;;;;;;;;;;;;;;;
22181;Plélauff;295;626;445.9;;;19131.0;;;;;;;;;;;;;;;;;;;;;;;
22182;Plélo;1251;3259;2122.4;57;15006.0;19770.0;25884.0;10878.0;11084.0;13962.0;16016.0;18198.0;21848.0;24378.0;27404.0;33654.0;3.0;3.8;0.3;61.3;2.9;8.3;23.3;4.2;;;;;
22183;Plémet;1364;3112;2128.3;48;13042.0;18376.0;24066.0;11024.0;8262.0;11764.0;14382.0;16708.0;20422.0;22396.0;25932.0;31130.0;3.8;5.3;0.3;50.0;2.5;7.7;33.2;6.6;;;;;
22184;Plémy;686;1650;1108.9;;;18260.0;;;;;;;;;;;;;;;;;;;;;;;
22185;Plénée-Jugon;966;2271;1541.5;48;13808.0;18330.0;24032.0;10224.0;9380.0;12730.0;14736.0;16508.0;20284.0;22566.0;25726.0;32404.0;3.5;4.2;0.3;54.6;3.0;9.9;27.2;5.3;;;;;
22186;Pléneuf-Val-André;2241;4412;3232.5;63;15711.0;23132.0;32672.0;16961.0;10328.0;14280.0;17576.0;20096.0;26256.0;30360.0;35508.0;47864.0;4.6;6.0;0.3;36.7;2.3;7.4;45.2;8.4;;;;;
22187;Plérin;6332;14103;9804.6;65;16252.0;22766.0;31226.0;14974.0;10580.0;14910.0;17760.0;20252.0;25478.0;28926.0;33638.0;42664.0;4.0;5.4;0.3;53.1;2.7;5.9;32.8;5.5;;;;;
22188;Plerneuf;398;1000;659.5;;;19742.0;;;;;;;;;;;;;;;;;;;;;;;
22189;Plésidy;256;589;399.0;;;16518.0;;;;;;;;;;;;;;;;;;;;;;;
22190;Pleslin-Trigavou;1438;3552;2365.3;55;14750.0;19488.0;25046.0;10296.0;11016.0;13374.0;15898.0;17832.0;21200.0;23624.0;26518.0;32026.0;2.9;3.6;0.2;55.0;3.7;5.5;32.7;3.1;;;;;
22191;Plessala;779;1728;1201.0;;;18664.0;;;;;;;;;;;;;;;;;;;;;;;
22193;Plestan;681;1579;1073.3;;;19878.0;;;;;;;;;;;;;;;;;;;;;;;
22194;Plestin-les-Grèves;1747;3513;2547.1;58;14400.0;20790.0;28076.0;13676.0;8662.0;12960.0;15562.0;18132.0;23196.0;26066.0;30568.0;37270.0;4.3;5.3;0.3;34.5;2.9;6.0;51.7;4.9;;;;;
22195;Pleubian;1259;2441;1807.2;50;13540.0;18836.0;25898.0;12358.0;9196.0;12184.0;14686.0;16834.0;21028.0;23658.0;28610.0;35278.0;3.8;4.9;0.3;31.2;2.4;8.9;52.4;5.1;;;;;
22196;Pleudaniel;406;933;641.4;;;18154.0;;;;;;;;;;;;;;;;;;;;;;;
22197;Pleudihen-sur-Rance;1198;2861;1923.1;56;14776.0;20370.0;28018.0;13242.0;10196.0;13456.0;16050.0;18066.0;22936.0;26210.0;29862.0;37490.0;3.7;4.6;0.3;53.9;2.9;5.6;31.9;5.7;;;;;
22198;Pleumeur-Bodou;1890;4143;2917.4;64;16630.0;23026.0;31624.0;14994.0;11024.0;14830.0;17756.0;20442.0;25910.0;29472.0;34128.0;41670.0;3.8;4.9;0.3;44.6;2.9;6.9;40.6;5.0;;;;;
22199;Pleumeur-Gautier;547;1257;856.7;;;16222.0;;;;;;;;;;;;;;;;;;;;;;;
22200;Pléven;230;567;378.2;;;17704.0;;;;;;;;;;;;;;;;;;;;;;;
22201;Plévenon;376;783;565.6;;;21452.0;;;;;;;;;;;;;;;;;;;;;;;
22202;Plévin;349;749;525.6;;;17638.0;;;;;;;;;;;;;;;;;;;;;;;
22203;Ploeuc-sur-Lié;1368;3316;2210.7;49;13482.0;18435.0;23958.0;10476.0;9402.0;12180.0;14744.0;16558.0;20184.0;22776.0;25888.0;31306.0;3.3;4.4;0.3;52.2;3.1;9.6;30.1;5.0;;;;;
22204;Ploëzal;563;1254;867.0;;;17618.0;;;;;;;;;;;;;;;;;;;;;;;
22205;Plorec-sur-Arguenon;188;406;283.6;;;18518.0;;;;;;;;;;;;;;;;;;;;;;;
22206;Plouagat;1187;2860;1902.5;53;14250.0;19678.0;24816.0;10566.0;10072.0;12983.0;15500.0;17792.0;21572.0;23432.0;26590.0;31468.0;3.1;3.9;0.2;59.0;3.1;6.3;27.6;4.0;;;;;
22207;Plouaret;1007;2088;1487.1;51;13112.0;18618.0;24920.0;11808.0;9564.0;12276.0;14082.0;16588.0;20704.0;23094.0;26650.0;32322.0;3.4;4.4;0.3;42.7;2.4;6.8;44.0;4.1;;;;;
